,Screen_name,Text,Location,Sentiment,Latitude,Longitude
532,tamikahs66,"(+) She was a classic beauty, a pioneer, a pillar in the community and the go to person for advice or comforting words of wisdom. As much as I want to see you off today, fear of COVID-19 is keeping me away. Rest easy big sister, you earned your wings... your with God now.","Washington, DC",+,38.8949549,-77.0366456
533,H_NAILI,"(+) COVID-19/AFRICA: 44,000 deaths are too many deaths yet this number defied all predictions including those of African leaders/experts. Without disregarding the lives that were lost, it is a relief that African nations recorded 1.5M+ recoveries out of 1.8M+ infections.",New York,+,40.7306458,-73.9866136
534,MortonRiskMgmt,() Society of Insurance Research Survey Reveals Impact of COVID-19 on Insurance Professionals,"Greenwood Village, CO",,39.6172101,-104.9508141
535,JackinKeyWest,() Who knew that the cure for COVID-19 was to have a RIGGED National Election by the Democrats? Haven’t heard the Coronavirus drumbeat since November 3rd!,"Key West, FL",,24.5625566,-81.7724368
536,AfricanHopeComm,(+) President Trump's chief of staff Mark Meadows tests positive for COVID-19,"Harlem, NY",+,40.8078786,-73.9454154
537,FOX10Phoenix,"(+) JUST IN: There are 2,621 new COVID-19 cases in Arizona with 38 additional deaths.","Phoenix, AZ",+,33.4485866,-112.0773456
538,jhjpotter,() @SteveSchmidtSES And now he likely has covid-19 too!,"Montana, USA",,47.3752671,-109.6387579
539,HolyTrinityFrec,"() As the second COVID-19 lockdown has again prevented us from holding services in church, we've prepared this virtual act of remembrance for this coming Remembrance Sunday.","Freckleton, England",,53.7540406,-2.8718952
540,BISWAJITMAJI34,(+) I am proud to have contributed to India's fight against COVID-19 by donating to #PMCARES. Join the movement &amp; contribute at ..! #IndiaFightsCorona,ULUBERIA,+,22.4723552,88.0932373
541,Luminate_Design,"(+) Over 126,000 COVID-19 cases reported in U.S., a new single-day record.","Boston, MA, USA",+,42.3602534,-71.0582912
542,cdseghetti,(-) @CajunKilljoy @BIGIRVSATX1 I am sorry to report that Nester's father has covid-19,Red state Hell,-,37.666992,-75.788468
543,AuthorofAbsurd,"(-) Don't you recall Covid being on your ballot? I do. It was a proposition. ""Do you support ending Covid-19 and all of these ridiculous mandates now that the election is being held?"". I voted YES. With a Sharpie. I'm so glad we won on that issue, at least. 🤦‍♂️🙄","Virginia Beach, VA",-,36.7953025,-76.0509251225811
544,nilkamalsahu73,(+) I am proud to have contributed to India's fight against COVID-19 by donating to #PMCARES. Join the movement &amp; contribute at ..! #IndiaFightsCorona,janjgir,+,22.0090841,82.578896
546,LaurenSexyGirl,() Coronavirus: UK bans Denmark visitors over mink Covid-19 fears,"Maryland, USA",,39.5162234,-76.9382069
547,thecraftykitten,"(+) Today, one week since Halloween with no restrictions on trick or treating and lots of community trunk or treat events, is the single highest reported cases of COVID-19 in a day in my county, more than double our previous highest day. Correlation or causation? @GovernorVA #COVID19",Virginia,+,37.1232245,-78.4927721
548,svmagoo,() Maybe he has COVID-19,"Pueblo, CO",,4.3459804,-69.8534736
549,RogueWcpss,(+) @NickStevensHSOT A 14-day gestation period for COVID-19 means you can’t have accurate data until at least 2-weeks after the positive case (kinda like that study you cherry picked). I pinned a thread to my profile on all the “precautions” WCPSS is taking.,"Cary, NC",+,35.7882973,-78.7811925
550,LighthouseForum,() COVID-19 NEWS • Coronavirus: Greece Reintroduce SMS Authorisation For Movement As Country Enters Second Lockdown,"London, England",,51.5073219,-0.1276474
551,PairsonnalitesU,"(+) Fighting Stigma : AIIMS Bhubaneswar study finds ivermectin prevents Covid, in Delhi it is used for treatment too: New Delhi: As India continues to use hydroxychloroquine both for treatment and prophylaxis of Covid-19 despite several studies questioning…",WORLDWIDE,+,53.5120412,-2.2434612
552,hsash_k,(-) can kpop stan stop blaming chinese for covid-19 for everything involving them as if coronavirus were expected to be spreaded anyway somewhere during our generations tq ❤,he / him,-,7.016667,8.866667
553,Knewz_Currently,"(+) Virginia COVID-19 Nov. 7 update: Virginia reports highest daily increase to date, Hampton Roads sees over 300 new cases via @WAVY_News","Va Beach, Virginia",+,36.8529841,-75.9774183
555,IAM__Network,(+) Women power rocks! These 6 women led startups win COVID-19 Shri Shakti Challenge organised by MyGov in collaboration with UN READ MORE: #Billion #business #Commerce #Company #Economics #Economy #Entrepreneur #Entrepreneurship #Founder #Funding*,Worldwide,+,53.5120412,-2.2434612
556,HeikSaulich2,() Trump vs. Biden - ....and the winner is .....the Virus ! Covid-19 !!!!,"Kreuzberg, Berlin",,52.4976443,13.411914
557,WorldCOVID19,"() @BBCNewsNI NORTHERN IRELAND. Announced on Saturday. COVID-19 DEATH DETAILS. 15 further deaths have been recorded in Northern Ireland, bringing the total reported by the Department of Health to 774. #coronavirus disease 2019 (COVID-19) #COVID19 #NorthernIreland",United Kingdom,,25.2232283,55.1594933008754
558,jmhaigh,"() @oliverdarcy Can you just answer a simple question, Oliver: who made the decision at @CNN to embargo COVID-19 coverage for over 96 hours? No @drsanjaygupta — nothing on chyron, nadda on the scroll? It has not been an accident. Could not be an oversight. Will @ReliableSources report on this?","emmaus, pa",,40.5395421,-75.4968502
559,netw3rkk,(+) @thefightisinus COVID-19 made my dick big lol,Texas,+,31.8160381,-99.5120986
560,BrettDGilman,(+) Matt Gaetz is the Latest Trump Loyalist to Come Down With COVID-19,"Las Vegas, NV",+,36.1662859,-115.149225
561,MrMickeyBitsko,() @realDonaldTrump You are a disgrace to the human race . Americans are America . NOT YOU . spreader of COVID-19 . spreader of lies .,3rd rock from the sun,,33.3947776,-104.523005
562,JackJackington,"() @porshe911trbo @thebradfordfile @Ashley_Savvy Biden intentionally restricted his crowd sizes to meet state by state guidelines for COVID-19 restrictions. Jesus Christ, you guys need help.",Louisiana,,30.8703881,-92.007126
563,EveningStarWest,"(-) @realDonaldTrump Don, your vote lead miraculously disappeared just like you said COVID-19 would. However, COVID-19 DID NOT. It’s here. You did nothing to address the pandemic other than calling it a hoax. You knew in January how serious it was. You betrayed US citizens &amp; became a SUPERSPREADER!","Las Vegas, Nevada,USA",-,36.1662859,-115.149225
564,SplusAV,() Covid-19 superspreader!,"San Angelo, TX",,31.4648357,-100.4398442
566,hoIyfukinground,(+) Not Matt Gaetz testing positive for Covid-19,the lakes,+,6.8415466,29.8263821
567,wicker_arlina,"(-) 100,000+ new COVID-19 cases for the past 3 days. Biden has work to do. America needs a plan.","Houston, TX",-,29.7589382,-95.3676974
569,thebozster,() @zingg_darroch @greenx_embers @RushlowPaul @realDonaldTrump Trump supporters were told that one of the symptoms of COVID-19 is a fever so they immediately started checking themselves!,"Huntley, IL",,42.1722503,-88.42692
570,GlobalTimesBiz,"(+) Chinese company CanSino Biologics Inc. has launched Phase III clinical trial for a recombinant COVID-19 vaccine it developed in Mexico &amp; successfully vaccinated the first group of subjects. The trial aims to recruit 15,000 subjects to further demonstrate the candidate’s efficacy.",Beijing China ,+,39.9059631,116.391248
571,iNewsGuyana,(+) 11-Y-O girl who tested positive for COVID-19 dies from cancer complications,Georgetown,+,38.2097967,-84.5588311
572,ZachHeilprin,"(+) Wisconsin announces it has 14 active COVID-19 cases, though just two positive cases in the last four days. They resumed limited conditioning yesterday.","Madison, WI",+,43.074761,-89.3837613
574,FSPH_IU,(-) Thomas Duszynski of Fairbanks tells @theheraldtimes that keeping COVID-19 at bay comes down to social responsibility.,"Indianapolis, IN",-,39.7683331,-86.1583502
575,DrBrianMcD,() How to go home and not spread Covid-19 via @YouTube @cnnbrk @FoxNews @ABC @CBSThisMorning @georgemallet @BMonzoRadio @sbr_podcast @NBCNews @MBarkannNBCS @WillaCare @JohnsHopkinsSPH @smerconish @JesseKTVU,"Philadelphia, Pa.",,39.9523993,-75.1635899
576,optimism_im,"(+) Alas! Hazard facing hazardous in RM. 😓so this so called covid-19 is still alive, Damn though it died since . Corona is just high fever just give them paracetamol 😂 . I smell football to be hold again this season ❄️ get well soon",India,+,22.3511148,78.6677428
577,Natalia52809046,(+) 'Double down' on safeguards after record daily COVID-19 spike: Top doctor.,"Thames Centre, Ontario",+,43.0574865,-81.1097301555101
578,_LisaGrace_,() Kindergartner reportedly dies of Covid-19 in Texas,"Indiana, USA",,40.3270127,-86.1746933
579,rj_98Bee,() There’s no heal for COVID-19 but I have @thecure #SaturdayMorning,México,,19.4326009,-99.1333416
581,JHorwitch,() @SaysHummingbird BREAKING: Matt Gaetz COVID-19,"Illinois, USA",,40.0796606,-89.4337288
583,ugnews24,"(+) 1,065 More Test Positive for Covid-19 in 24 Hours",Kampala - Uganda,+,0.3177137,32.5813539
584,sudeep_kurup,(+) I am proud to have contributed to India's fight against COVID-19 by donating to Join the movement &amp; contribute at ..! #IndiaFightsCorona,India,+,22.3511148,78.6677428
585,kateju9,"(+) Danish Covid-19 mink variant could spark new pandemic, scientists warn FACTORY FARMING HAS TO STOP 🛑 Consumers be responsible @lynlinking @LadyPoop2 @slsandpet @CamelSanctuary",Australia,+,-24.7761086,134.755
587,bitochadha,(+) Flying to India from UAE? New COVID-19 travel guidelines announced,"Dubai, United Arab Emirates",+,25.0750095,55.1887608818332
588,WBOY12News,(+) COVID UPDATE: The West Virginia Department of Health and Human Resources confirmed 655 new COVID-19 cases and 15 additional deaths in its report on Saturday.,"Clarksburg, WV",+,39.2806451,-80.3445341
589,Simon0Marner,"(+) @hughlaurie @mcgrendo Haha. I wouldn't worry too much. If the highly contagious virus that causes Covid-19 doesn't get the cricket, the emerging contagious mental illness that is Trumpism will.",On an island,+,50.000678,-86.000977
590,CBCNS,() Possible COVID-19 exposures at Halifax store and on WestJet flight,Nova Scotia,,45.1955867,-63.1658939
591,TopherGrey,(+) @RVAwonk COVID-19 is dismayed to learn that it just tested positive for Matt Gaetz,Oregon,+,43.9792797,-120.737257
592,MrUniteUs,"(+) @TheRightMelissa Trumped under performed Congressional Republicans Why? Mishandling Covid. The latest White House officials were aware of chief of staff Mark Meadows' COVID-19 diagnosis earlier this week, despite him being seen without a mask via @businessinsider",USA,+,39.7837304,-100.4458825
594,ExBulletinUk,"(+) Indonesia registers 4,262 new COVID-19 cases, 3,712 recoveries",UK,+,54.7023545,-3.2765753
595,manishransubhe,(+) COVID-19 News: Live Updates – The New York Times,"Pune, India",+,18.5203062,73.8543185
596,shadiayyas,"(+) While all attention is on #Election2020, #COVIDー19 pandemic is getting worse, our country marking a record-breaking 102,831 new COVID-19 infections day! Dr. Fauci warned Senate members that the country was on track to hit 100,000 daily cases—if they did not act—He was right!","Virginia, USA",+,37.1232245,-78.4927721
597,josb1969,(-) Mask up people! COVID-19 is escalating. A devastating health crisis is here.,Maryland/Delaware,-,38.4512596,-75.0549333
598,HeikSaulich2,() Trump vs. Biden - ....and the winner is .....the Virus ! Covid-19 !!!!,"Kreuzberg, Berlin",,52.4976443,13.411914
599,blackcatradio,"(-) Black Cat Radio will be broadcasting the St. Neots Remembrance Day Observance Service live from the War Memorial this Sunday between 10:45 and 11:15am. Unfortunately, attendance at the service is by invitation only due to Covid-19 restrictions. @blackcatradio",St Neots,-,52.2275439,-0.2707598
600,AmandaRayLaw,(-) #WV 655 new cases of COVID-19 on November 7. That’s ridiculous.,"West Virginia, USA",-,38.4758406,-80.8408415
601,RacksII,(+) @LMike07 Big Tuna!!! If you ever go to Saratoga you'll see him there at the tracks. Let's hope covid-19 goes away first 💯 let's go Giants!,NY,+,43.1561681,-75.8449946
602,FloridaAtheist,(-) Today's Sucks To Be You News: GOPer Matt Gaetz tests positive for COVID-19 #FloridaMan #MattGaetzIsATool #GOPDeathCult,"Palm Beach, Florida",-,26.6279798,-80.4494174
603,SimpsonianSC,(+) Two new cases of COVID-19 have been reported today bringing the total cases to 80. There are 27 cases being reported as currently active with 76 students in quarantine.,"Indianola, Iowa",+,41.3605271,-93.5599632
604,TimothyMbaya,"(+) ""HEALTH MINISTRY reports 1,065 more Covid-19 cases in Kenya, raising the total to 61,769; says 7,386 samples tested in the last 24 hours. "" #fb","Migori, Kenya",+,-1.0211616,34.3096432242107
605,TimothyMbaya,"() ""NUMBER OF Covid-19 recoveries in Kenya rises by 888 to 41,019; CS Kagwe says 824 patients were under home-based care, 64 in hospital. "" #fb","Migori, Kenya",,-1.0211616,34.3096432242107
606,TimothyMbaya,"(+) ""KENYA HAS recorded 10 more Covid-19 deaths in the last 24 hours, raising the toll to 1,103, Health CS Mutahi Kagwe says. "" #fb","Migori, Kenya",+,-1.0211616,34.3096432242107
607,TimothyMbaya,"() ""HEALTH CS Kagwe says a total of 1,270 Covid-19 patients in Kenya are admitted, 59 of them in ICU; 5,537 are under home-based care. "" #fb","Migori, Kenya",,-1.0211616,34.3096432242107
608,B2Community,(+) 3 Buyer Insights to Consider When Engaging B2B Buyers In a COVID-19 World,"Philadelphia, PA",+,39.9523993,-75.1635899
